year,state,county,county_code,candidate,party
2016,Wyoming,Weston,56045,Donald Trump,republican
2016,Wyoming,Washakie,56043,Donald Trump,republican
2016,Wyoming,Uinta,56041,Donald Trump,republican
2016,Wyoming,Teton,56039,Hillary Clinton,democrat
2016,Wyoming,Sweetwater,56037,Donald Trump,republican
2016,Wyoming,Sublette,56035,Donald Trump,republican
2016,Wyoming,Sheridan,56033,Donald Trump,republican
2016,Wyoming,Platte,56031,Donald Trump,republican
2016,Wyoming,Park,56029,Donald Trump,republican
2016,Wyoming,Niobrara,56027,Donald Trump,republican
2016,Wyoming,Natrona,56025,Donald Trump,republican
2016,Wyoming,Lincoln,56023,Donald Trump,republican
2016,Wyoming,Laramie,56021,Donald Trump,republican
2016,Wyoming,Johnson,56019,Donald Trump,republican
2016,Wyoming,Hot Springs,56017,Donald Trump,republican
2016,Wyoming,Goshen,56015,Donald Trump,republican
2016,Wyoming,Fremont,56013,Donald Trump,republican
2016,Wyoming,Crook,56011,Donald Trump,republican
2016,Wyoming,Converse,56009,Donald Trump,republican
2016,Wyoming,Carbon,56007,Donald Trump,republican
2016,Wyoming,Campbell,56005,Donald Trump,republican
2016,Wyoming,Big Horn,56003,Donald Trump,republican
2016,Wyoming,Albany,56001,Donald Trump,republican
2016,Wisconsin,Wood,55141,Donald Trump,republican
2016,Wisconsin,Winnebago,55139,Donald Trump,republican
2016,Wisconsin,Waushara,55137,Donald Trump,republican
2016,Wisconsin,Waupaca,55135,Donald Trump,republican
2016,Wisconsin,Waukesha,55133,Donald Trump,republican
2016,Wisconsin,Washington,55131,Donald Trump,republican
2016,Wisconsin,Washburn,55129,Donald Trump,republican
2016,Wisconsin,Walworth,55127,Donald Trump,republican
2016,Wisconsin,Vilas,55125,Donald Trump,republican
2016,Wisconsin,Vernon,55123,Donald Trump,republican
2016,Wisconsin,Trempealeau,55121,Donald Trump,republican
2016,Wisconsin,Taylor,55119,Donald Trump,republican
2016,Wisconsin,Sheboygan,55117,Donald Trump,republican
2016,Wisconsin,Shawano,55115,Donald Trump,republican
2016,Wisconsin,Sawyer,55113,Donald Trump,republican
2016,Wisconsin,Sauk,55111,Donald Trump,republican
2016,Wisconsin,St. Croix,55109,Donald Trump,republican
2016,Wisconsin,Rusk,55107,Donald Trump,republican
2016,Wisconsin,Rock,55105,Hillary Clinton,democrat
2016,Wisconsin,Richland,55103,Donald Trump,republican
2016,Wisconsin,Racine,55101,Donald Trump,republican
2016,Wisconsin,Price,55099,Donald Trump,republican
2016,Wisconsin,Portage,55097,Hillary Clinton,democrat
2016,Wisconsin,Polk,55095,Donald Trump,republican
2016,Wisconsin,Pierce,55093,Donald Trump,republican
2016,Wisconsin,Pepin,55091,Donald Trump,republican
2016,Wisconsin,Ozaukee,55089,Donald Trump,republican
2016,Wisconsin,Outagamie,55087,Donald Trump,republican
2016,Wisconsin,Oneida,55085,Donald Trump,republican
2016,Wisconsin,Oconto,55083,Donald Trump,republican
2016,Wisconsin,Monroe,55081,Donald Trump,republican
2016,Wisconsin,Milwaukee,55079,Hillary Clinton,democrat
2016,Wisconsin,Menominee,55078,Hillary Clinton,democrat
2016,Wisconsin,Marquette,55077,Donald Trump,republican
2016,Wisconsin,Marinette,55075,Donald Trump,republican
2016,Wisconsin,Marathon,55073,Donald Trump,republican
2016,Wisconsin,Manitowoc,55071,Donald Trump,republican
2016,Wisconsin,Lincoln,55069,Donald Trump,republican
2016,Wisconsin,Langlade,55067,Donald Trump,republican
2016,Wisconsin,Lafayette,55065,Donald Trump,republican
2016,Wisconsin,La Crosse,55063,Hillary Clinton,democrat
2016,Wisconsin,Kewaunee,55061,Donald Trump,republican
2016,Wisconsin,Kenosha,55059,Donald Trump,republican
2016,Wisconsin,Juneau,55057,Donald Trump,republican
2016,Wisconsin,Jefferson,55055,Donald Trump,republican
2016,Wisconsin,Jackson,55053,Donald Trump,republican
2016,Wisconsin,Iron,55051,Donald Trump,republican
2016,Wisconsin,Iowa,55049,Hillary Clinton,democrat
2016,Wisconsin,Green Lake,55047,Donald Trump,republican
2016,Wisconsin,Green,55045,Hillary Clinton,democrat
2016,Wisconsin,Grant,55043,Donald Trump,republican
2016,Wisconsin,Forest,55041,Donald Trump,republican
2016,Wisconsin,Fond du Lac,55039,Donald Trump,republican
2016,Wisconsin,Florence,55037,Donald Trump,republican
2016,Wisconsin,Eau Claire,55035,Hillary Clinton,democrat
2016,Wisconsin,Dunn,55033,Donald Trump,republican
2016,Wisconsin,Douglas,55031,Hillary Clinton,democrat
2016,Wisconsin,Door,55029,Donald Trump,republican
2016,Wisconsin,Dodge,55027,Donald Trump,republican
2016,Wisconsin,Dane,55025,Hillary Clinton,democrat
2016,Wisconsin,Crawford,55023,Donald Trump,republican
2016,Wisconsin,Columbia,55021,Donald Trump,republican
2016,Wisconsin,Clark,55019,Donald Trump,republican
2016,Wisconsin,Chippewa,55017,Donald Trump,republican
2016,Wisconsin,Calumet,55015,Donald Trump,republican
2016,Wisconsin,Burnett,55013,Donald Trump,republican
2016,Wisconsin,Buffalo,55011,Donald Trump,republican
2016,Wisconsin,Brown,55009,Donald Trump,republican
2016,Wisconsin,Bayfield,55007,Hillary Clinton,democrat
2016,Wisconsin,Barron,55005,Donald Trump,republican
2016,Wisconsin,Ashland,55003,Hillary Clinton,democrat
2016,Wisconsin,Adams,55001,Donald Trump,republican
2016,West Virginia,Wyoming,54109,Donald Trump,republican
2016,West Virginia,Wood,54107,Donald Trump,republican
2016,West Virginia,Wirt,54105,Donald Trump,republican
2016,West Virginia,Wetzel,54103,Donald Trump,republican
2016,West Virginia,Webster,54101,Donald Trump,republican
2016,West Virginia,Wayne,54099,Donald Trump,republican
2016,West Virginia,Upshur,54097,Donald Trump,republican
2016,West Virginia,Tyler,54095,Donald Trump,republican
2016,West Virginia,Tucker,54093,Donald Trump,republican
2016,West Virginia,Taylor,54091,Donald Trump,republican
2016,West Virginia,Summers,54089,Donald Trump,republican
2016,West Virginia,Roane,54087,Donald Trump,republican
2016,West Virginia,Ritchie,54085,Donald Trump,republican
2016,West Virginia,Randolph,54083,Donald Trump,republican
2016,West Virginia,Raleigh,54081,Donald Trump,republican
2016,West Virginia,Putnam,54079,Donald Trump,republican
2016,West Virginia,Preston,54077,Donald Trump,republican
2016,West Virginia,Pocahontas,54075,Donald Trump,republican
2016,West Virginia,Pleasants,54073,Donald Trump,republican
2016,West Virginia,Pendleton,54071,Donald Trump,republican
2016,West Virginia,Ohio,54069,Donald Trump,republican
2016,West Virginia,Nicholas,54067,Donald Trump,republican
2016,West Virginia,Morgan,54065,Donald Trump,republican
2016,West Virginia,Monroe,54063,Donald Trump,republican
2016,West Virginia,Monongalia,54061,Donald Trump,republican
2016,West Virginia,Mingo,54059,Donald Trump,republican
2016,West Virginia,Mineral,54057,Donald Trump,republican
2016,West Virginia,Mercer,54055,Donald Trump,republican
2016,West Virginia,Mason,54053,Donald Trump,republican
2016,West Virginia,Marshall,54051,Donald Trump,republican
2016,West Virginia,Marion,54049,Donald Trump,republican
2016,West Virginia,McDowell,54047,Donald Trump,republican
2016,West Virginia,Logan,54045,Donald Trump,republican
2016,West Virginia,Lincoln,54043,Donald Trump,republican
2016,West Virginia,Lewis,54041,Donald Trump,republican
2016,West Virginia,Kanawha,54039,Donald Trump,republican
2016,West Virginia,Jefferson,54037,Donald Trump,republican
2016,West Virginia,Jackson,54035,Donald Trump,republican
2016,West Virginia,Harrison,54033,Donald Trump,republican
2016,West Virginia,Hardy,54031,Donald Trump,republican
2016,West Virginia,Hancock,54029,Donald Trump,republican
2016,West Virginia,Hampshire,54027,Donald Trump,republican
2016,West Virginia,Greenbrier,54025,Donald Trump,republican
2016,West Virginia,Grant,54023,Donald Trump,republican
2016,West Virginia,Gilmer,54021,Donald Trump,republican
2016,West Virginia,Fayette,54019,Donald Trump,republican
2016,West Virginia,Doddridge,54017,Donald Trump,republican
2016,West Virginia,Clay,54015,Donald Trump,republican
2016,West Virginia,Calhoun,54013,Donald Trump,republican
2016,West Virginia,Cabell,54011,Donald Trump,republican
2016,West Virginia,Brooke,54009,Donald Trump,republican
2016,West Virginia,Braxton,54007,Donald Trump,republican
2016,West Virginia,Boone,54005,Donald Trump,republican
2016,West Virginia,Berkeley,54003,Donald Trump,republican
2016,West Virginia,Barbour,54001,Donald Trump,republican
2016,Washington,Yakima,53077,Donald Trump,republican
2016,Washington,Whitman,53075,Hillary Clinton,democrat
2016,Washington,Whatcom,53073,Hillary Clinton,democrat
2016,Washington,Walla Walla,53071,Donald Trump,republican
2016,Washington,Wahkiakum,53069,Donald Trump,republican
2016,Washington,Thurston,53067,Hillary Clinton,democrat
2016,Washington,Stevens,53065,Donald Trump,republican
2016,Washington,Spokane,53063,Donald Trump,republican
2016,Washington,Snohomish,53061,Hillary Clinton,democrat
2016,Washington,Skamania,53059,Donald Trump,republican
2016,Washington,Skagit,53057,Hillary Clinton,democrat
2016,Washington,San Juan,53055,Hillary Clinton,democrat
2016,Washington,Pierce,53053,Hillary Clinton,democrat
2016,Washington,Pend Oreille,53051,Donald Trump,republican
2016,Washington,Pacific,53049,Donald Trump,republican
2016,Washington,Okanogan,53047,Donald Trump,republican
2016,Washington,Mason,53045,Donald Trump,republican
2016,Washington,Lincoln,53043,Donald Trump,republican
2016,Washington,Lewis,53041,Donald Trump,republican
2016,Washington,Klickitat,53039,Donald Trump,republican
2016,Washington,Kittitas,53037,Donald Trump,republican
2016,Washington,Kitsap,53035,Hillary Clinton,democrat
2016,Washington,King,53033,Hillary Clinton,democrat
2016,Washington,Jefferson,53031,Hillary Clinton,democrat
2016,Washington,Island,53029,Hillary Clinton,democrat
2016,Washington,Grays Harbor,53027,Donald Trump,republican
2016,Washington,Grant,53025,Donald Trump,republican
2016,Washington,Garfield,53023,Donald Trump,republican
2016,Washington,Franklin,53021,Donald Trump,republican
2016,Washington,Ferry,53019,Donald Trump,republican
2016,Washington,Douglas,53017,Donald Trump,republican
2016,Washington,Cowlitz,53015,Donald Trump,republican
2016,Washington,Columbia,53013,Donald Trump,republican
2016,Washington,Clark,53011,Hillary Clinton,democrat
2016,Washington,Clallam,53009,Donald Trump,republican
2016,Washington,Chelan,53007,Donald Trump,republican
2016,Washington,Benton,53005,Donald Trump,republican
2016,Washington,Asotin,53003,Donald Trump,republican
2016,Washington,Adams,53001,Donald Trump,republican
2016,Virginia,Winchester,51840,Hillary Clinton,democrat
2016,Virginia,Williamsburg,51830,Hillary Clinton,democrat
2016,Virginia,Waynesboro,51820,Donald Trump,republican
2016,Virginia,Virginia Beach,51810,Donald Trump,republican
2016,Virginia,Suffolk,51800,Hillary Clinton,democrat
2016,Virginia,Staunton,51790,Hillary Clinton,democrat
2016,Virginia,Salem,51775,Donald Trump,republican
2016,Virginia,Roanoke,51770,Hillary Clinton,democrat
2016,Virginia,Richmond,51760,Hillary Clinton,democrat
2016,Virginia,Radford,51750,Hillary Clinton,democrat
2016,Virginia,Portsmouth,51740,Hillary Clinton,democrat
2016,Virginia,Poquoson,51735,Donald Trump,republican
2016,Virginia,Petersburg,51730,Hillary Clinton,democrat
2016,Virginia,Norton,51720,Donald Trump,republican
2016,Virginia,Norfolk,51710,Hillary Clinton,democrat
2016,Virginia,Newport News,51700,Hillary Clinton,democrat
2016,Virginia,Martinsville,51690,Hillary Clinton,democrat
2016,Virginia,Manassas Park,51685,Hillary Clinton,democrat
2016,Virginia,Manassas,51683,Hillary Clinton,democrat
2016,Virginia,Lynchburg,51680,Donald Trump,republican
2016,Virginia,Lexington,51678,Hillary Clinton,democrat
2016,Virginia,Hopewell,51670,Hillary Clinton,democrat
2016,Virginia,Harrisonburg,51660,Hillary Clinton,democrat
2016,Virginia,Hampton,51650,Hillary Clinton,democrat
2016,Virginia,Galax,51640,Donald Trump,republican
2016,Virginia,Fredericksburg,51630,Hillary Clinton,democrat
2016,Virginia,Franklin,51620,Hillary Clinton,democrat
2016,Virginia,Falls Church,51610,Hillary Clinton,democrat
2016,Virginia,Fairfax,51600,Hillary Clinton,democrat
2016,Virginia,Emporia,51595,Hillary Clinton,democrat
2016,Virginia,Danville,51590,Hillary Clinton,democrat
2016,Virginia,Covington,51580,Donald Trump,republican
2016,Virginia,Colonial Heights,51570,Donald Trump,republican
2016,Virginia,Chesapeake,51550,Donald Trump,republican
2016,Virginia,Charlottesville,51540,Hillary Clinton,democrat
2016,Virginia,Buena Vista,51530,Donald Trump,republican
2016,Virginia,Bristol,51520,Donald Trump,republican
2016,Virginia,Alexandria,51510,Hillary Clinton,democrat
2016,Virginia,York,51199,Donald Trump,republican
2016,Virginia,Wythe,51197,Donald Trump,republican
2016,Virginia,Wise,51195,Donald Trump,republican
2016,Virginia,Westmoreland,51193,Donald Trump,republican
2016,Virginia,Washington,51191,Donald Trump,republican
2016,Virginia,Warren,51187,Donald Trump,republican
2016,Virginia,Tazewell,51185,Donald Trump,republican
2016,Virginia,Sussex,51183,Hillary Clinton,democrat
2016,Virginia,Surry,51181,Hillary Clinton,democrat
2016,Virginia,Stafford,51179,Donald Trump,republican
2016,Virginia,Spotsylvania,51177,Donald Trump,republican
2016,Virginia,Southampton,51175,Donald Trump,republican
2016,Virginia,Smyth,51173,Donald Trump,republican
2016,Virginia,Shenandoah,51171,Donald Trump,republican
2016,Virginia,Scott,51169,Donald Trump,republican
2016,Virginia,Russell,51167,Donald Trump,republican
2016,Virginia,Rockingham,51165,Donald Trump,republican
2016,Virginia,Rockbridge,51163,Donald Trump,republican
2016,Virginia,Roanoke,51161,Donald Trump,republican
2016,Virginia,Richmond,51159,Donald Trump,republican
2016,Virginia,Rappahannock,51157,Donald Trump,republican
2016,Virginia,Pulaski,51155,Donald Trump,republican
2016,Virginia,Prince William,51153,Hillary Clinton,democrat
2016,Virginia,Prince George,51149,Donald Trump,republican
2016,Virginia,Prince Edward,51147,Hillary Clinton,democrat
2016,Virginia,Powhatan,51145,Donald Trump,republican
2016,Virginia,Pittsylvania,51143,Donald Trump,republican
2016,Virginia,Patrick,51141,Donald Trump,republican
2016,Virginia,Page,51139,Donald Trump,republican
2016,Virginia,Orange,51137,Donald Trump,republican
2016,Virginia,Nottoway,51135,Donald Trump,republican
2016,Virginia,Northumberland,51133,Donald Trump,republican
2016,Virginia,Northampton,51131,Hillary Clinton,democrat
2016,Virginia,New Kent,51127,Donald Trump,republican
2016,Virginia,Nelson,51125,Donald Trump,republican
2016,Virginia,Montgomery,51121,Hillary Clinton,democrat
2016,Virginia,Middlesex,51119,Donald Trump,republican
2016,Virginia,Mecklenburg,51117,Donald Trump,republican
2016,Virginia,Mathews,51115,Donald Trump,republican
2016,Virginia,Madison,51113,Donald Trump,republican
2016,Virginia,Lunenburg,51111,Donald Trump,republican
2016,Virginia,Louisa,51109,Donald Trump,republican
2016,Virginia,Loudoun,51107,Hillary Clinton,democrat
2016,Virginia,Lee,51105,Donald Trump,republican
2016,Virginia,Lancaster,51103,Donald Trump,republican
2016,Virginia,King William,51101,Donald Trump,republican
2016,Virginia,King George,51099,Donald Trump,republican
2016,Virginia,King and Queen,51097,Donald Trump,republican
2016,Virginia,James City,51095,Donald Trump,republican
2016,Virginia,Isle of Wight,51093,Donald Trump,republican
2016,Virginia,Highland,51091,Donald Trump,republican
2016,Virginia,Henry,51089,Donald Trump,republican
2016,Virginia,Henrico,51087,Hillary Clinton,democrat
2016,Virginia,Hanover,51085,Donald Trump,republican
2016,Virginia,Halifax,51083,Donald Trump,republican
2016,Virginia,Greensville,51081,Hillary Clinton,democrat
2016,Virginia,Greene,51079,Donald Trump,republican
2016,Virginia,Grayson,51077,Donald Trump,republican
2016,Virginia,Goochland,51075,Donald Trump,republican
2016,Virginia,Gloucester,51073,Donald Trump,republican
2016,Virginia,Giles,51071,Donald Trump,republican
2016,Virginia,Frederick,51069,Donald Trump,republican
2016,Virginia,Franklin,51067,Donald Trump,republican
2016,Virginia,Fluvanna,51065,Donald Trump,republican
2016,Virginia,Floyd,51063,Donald Trump,republican
2016,Virginia,Fauquier,51061,Donald Trump,republican
2016,Virginia,Fairfax,51059,Hillary Clinton,democrat
2016,Virginia,Essex,51057,Donald Trump,republican
2016,Virginia,Dinwiddie,51053,Donald Trump,republican
2016,Virginia,Dickenson,51051,Donald Trump,republican
2016,Virginia,Cumberland,51049,Donald Trump,republican
2016,Virginia,Culpeper,51047,Donald Trump,republican
2016,Virginia,Craig,51045,Donald Trump,republican
2016,Virginia,Clarke,51043,Donald Trump,republican
2016,Virginia,Chesterfield,51041,Donald Trump,republican
2016,Virginia,Charlotte,51037,Donald Trump,republican
2016,Virginia,Charles City,51036,Hillary Clinton,democrat
2016,Virginia,Carroll,51035,Donald Trump,republican
2016,Virginia,Caroline,51033,Donald Trump,republican
2016,Virginia,Campbell,51031,Donald Trump,republican
2016,Virginia,Buckingham,51029,Donald Trump,republican
2016,Virginia,Buchanan,51027,Donald Trump,republican
2016,Virginia,Brunswick,51025,Hillary Clinton,democrat
2016,Virginia,Botetourt,51023,Donald Trump,republican
2016,Virginia,Bland,51021,Donald Trump,republican
2016,Virginia,Bedford,51019,Donald Trump,republican
2016,Virginia,Bath,51017,Donald Trump,republican
2016,Virginia,Augusta,51015,Donald Trump,republican
2016,Virginia,Arlington,51013,Hillary Clinton,democrat
2016,Virginia,Appomattox,51011,Donald Trump,republican
2016,Virginia,Amherst,51009,Donald Trump,republican
2016,Virginia,Amelia,51007,Donald Trump,republican
2016,Virginia,Alleghany,51005,Donald Trump,republican
2016,Virginia,Albemarle,51003,Hillary Clinton,democrat
2016,Virginia,Accomack,51001,Donald Trump,republican
2016,Vermont,Windsor,50027,Hillary Clinton,democrat
2016,Vermont,Windham,50025,Hillary Clinton,democrat
2016,Vermont,Washington,50023,Hillary Clinton,democrat
2016,Vermont,Rutland,50021,Hillary Clinton,democrat
2016,Vermont,Orleans,50019,Hillary Clinton,democrat
2016,Vermont,Orange,50017,Hillary Clinton,democrat
2016,Vermont,Lamoille,50015,Hillary Clinton,democrat
2016,Vermont,Grand Isle,50013,Hillary Clinton,democrat
2016,Vermont,Franklin,50011,Hillary Clinton,democrat
2016,Vermont,Essex,50009,Donald Trump,republican
2016,Vermont,Chittenden,50007,Hillary Clinton,democrat
2016,Vermont,Caledonia,50005,Hillary Clinton,democrat
2016,Vermont,Bennington,50003,Hillary Clinton,democrat
2016,Vermont,Addison,50001,Hillary Clinton,democrat
2016,Utah,Weber,49057,Donald Trump,republican
2016,Utah,Wayne,49055,Donald Trump,republican
2016,Utah,Washington,49053,Donald Trump,republican
2016,Utah,Wasatch,49051,Donald Trump,republican
2016,Utah,Utah,49049,Donald Trump,republican
2016,Utah,Uintah,49047,Donald Trump,republican
2016,Utah,Tooele,49045,Donald Trump,republican
2016,Utah,Summit,49043,Hillary Clinton,democrat
2016,Utah,Sevier,49041,Donald Trump,republican
2016,Utah,Sanpete,49039,Donald Trump,republican
2016,Utah,San Juan,49037,Donald Trump,republican
2016,Utah,Salt Lake,49035,Hillary Clinton,democrat
2016,Utah,Rich,49033,Donald Trump,republican
2016,Utah,Piute,49031,Donald Trump,republican
2016,Utah,Morgan,49029,Donald Trump,republican
2016,Utah,Millard,49027,Donald Trump,republican
2016,Utah,Kane,49025,Donald Trump,republican
2016,Utah,Juab,49023,Donald Trump,republican
2016,Utah,Iron,49021,Donald Trump,republican
2016,Utah,Grand,49019,Donald Trump,republican
2016,Utah,Garfield,49017,Donald Trump,republican
2016,Utah,Emery,49015,Donald Trump,republican
2016,Utah,Duchesne,49013,Donald Trump,republican
2016,Utah,Davis,49011,Donald Trump,republican
2016,Utah,Daggett,49009,Donald Trump,republican
2016,Utah,Carbon,49007,Donald Trump,republican
2016,Utah,Cache,49005,Donald Trump,republican
2016,Utah,Box Elder,49003,Donald Trump,republican
2016,Utah,Beaver,49001,Donald Trump,republican
2016,Texas,Zavala,48507,Hillary Clinton,democrat
2016,Texas,Zapata,48505,Hillary Clinton,democrat
2016,Texas,Young,48503,Donald Trump,republican
2016,Texas,Yoakum,48501,Donald Trump,republican
2016,Texas,Wood,48499,Donald Trump,republican
2016,Texas,Wise,48497,Donald Trump,republican
2016,Texas,Winkler,48495,Donald Trump,republican
2016,Texas,Wilson,48493,Donald Trump,republican
2016,Texas,Williamson,48491,Donald Trump,republican
2016,Texas,Willacy,48489,Hillary Clinton,democrat
2016,Texas,Wilbarger,48487,Donald Trump,republican
2016,Texas,Wichita,48485,Donald Trump,republican
2016,Texas,Wheeler,48483,Donald Trump,republican
2016,Texas,Wharton,48481,Donald Trump,republican
2016,Texas,Webb,48479,Hillary Clinton,democrat
2016,Texas,Washington,48477,Donald Trump,republican
2016,Texas,Ward,48475,Donald Trump,republican
2016,Texas,Waller,48473,Donald Trump,republican
2016,Texas,Walker,48471,Donald Trump,republican
2016,Texas,Victoria,48469,Donald Trump,republican
2016,Texas,Van Zandt,48467,Donald Trump,republican
2016,Texas,Val Verde,48465,Hillary Clinton,democrat
2016,Texas,Uvalde,48463,Donald Trump,republican
2016,Texas,Upton,48461,Donald Trump,republican
2016,Texas,Upshur,48459,Donald Trump,republican
2016,Texas,Tyler,48457,Donald Trump,republican
2016,Texas,Trinity,48455,Donald Trump,republican
2016,Texas,Travis,48453,Hillary Clinton,democrat
2016,Texas,Tom Green,48451,Donald Trump,republican
2016,Texas,Titus,48449,Donald Trump,republican
2016,Texas,Throckmorton,48447,Donald Trump,republican
2016,Texas,Terry,48445,Donald Trump,republican
2016,Texas,Terrell,48443,Donald Trump,republican
2016,Texas,Taylor,48441,Donald Trump,republican
2016,Texas,Tarrant,48439,Donald Trump,republican
2016,Texas,Swisher,48437,Donald Trump,republican
2016,Texas,Sutton,48435,Donald Trump,republican
2016,Texas,Stonewall,48433,Donald Trump,republican
2016,Texas,Sterling,48431,Donald Trump,republican
2016,Texas,Stephens,48429,Donald Trump,republican
2016,Texas,Starr,48427,Hillary Clinton,democrat
2016,Texas,Somervell,48425,Donald Trump,republican
2016,Texas,Smith,48423,Donald Trump,republican
2016,Texas,Sherman,48421,Donald Trump,republican
2016,Texas,Shelby,48419,Donald Trump,republican
2016,Texas,Shackelford,48417,Donald Trump,republican
2016,Texas,Scurry,48415,Donald Trump,republican
2016,Texas,Schleicher,48413,Donald Trump,republican
2016,Texas,San Saba,48411,Donald Trump,republican
2016,Texas,San Patricio,48409,Donald Trump,republican
2016,Texas,San Jacinto,48407,Donald Trump,republican
2016,Texas,San Augustine,48405,Donald Trump,republican
2016,Texas,Sabine,48403,Donald Trump,republican
2016,Texas,Rusk,48401,Donald Trump,republican
2016,Texas,Runnels,48399,Donald Trump,republican
2016,Texas,Rockwall,48397,Donald Trump,republican
2016,Texas,Robertson,48395,Donald Trump,republican
2016,Texas,Roberts,48393,Donald Trump,republican
2016,Texas,Refugio,48391,Donald Trump,republican
2016,Texas,Reeves,48389,Hillary Clinton,democrat
2016,Texas,Red River,48387,Donald Trump,republican
2016,Texas,Real,48385,Donald Trump,republican
2016,Texas,Reagan,48383,Donald Trump,republican
2016,Texas,Randall,48381,Donald Trump,republican
2016,Texas,Rains,48379,Donald Trump,republican
2016,Texas,Presidio,48377,Hillary Clinton,democrat
2016,Texas,Potter,48375,Donald Trump,republican
2016,Texas,Polk,48373,Donald Trump,republican
2016,Texas,Pecos,48371,Donald Trump,republican
2016,Texas,Parmer,48369,Donald Trump,republican
2016,Texas,Parker,48367,Donald Trump,republican
2016,Texas,Panola,48365,Donald Trump,republican
2016,Texas,Palo Pinto,48363,Donald Trump,republican
2016,Texas,Orange,48361,Donald Trump,republican
2016,Texas,Oldham,48359,Donald Trump,republican
2016,Texas,Ochiltree,48357,Donald Trump,republican
2016,Texas,Nueces,48355,Donald Trump,republican
2016,Texas,Nolan,48353,Donald Trump,republican
2016,Texas,Newton,48351,Donald Trump,republican
2016,Texas,Navarro,48349,Donald Trump,republican
2016,Texas,Nacogdoches,48347,Donald Trump,republican
2016,Texas,Motley,48345,Donald Trump,republican
2016,Texas,Morris,48343,Donald Trump,republican
2016,Texas,Moore,48341,Donald Trump,republican
2016,Texas,Montgomery,48339,Donald Trump,republican
2016,Texas,Montague,48337,Donald Trump,republican
2016,Texas,Mitchell,48335,Donald Trump,republican
2016,Texas,Mills,48333,Donald Trump,republican
2016,Texas,Milam,48331,Donald Trump,republican
2016,Texas,Midland,48329,Donald Trump,republican
2016,Texas,Menard,48327,Donald Trump,republican
2016,Texas,Medina,48325,Donald Trump,republican
2016,Texas,Maverick,48323,Hillary Clinton,democrat
2016,Texas,Matagorda,48321,Donald Trump,republican
2016,Texas,Mason,48319,Donald Trump,republican
2016,Texas,Martin,48317,Donald Trump,republican
2016,Texas,Marion,48315,Donald Trump,republican
2016,Texas,Madison,48313,Donald Trump,republican
2016,Texas,McMullen,48311,Donald Trump,republican
2016,Texas,McLennan,48309,Donald Trump,republican
2016,Texas,McCulloch,48307,Donald Trump,republican
2016,Texas,Lynn,48305,Donald Trump,republican
2016,Texas,Lubbock,48303,Donald Trump,republican
2016,Texas,Loving,48301,Donald Trump,republican
2016,Texas,Llano,48299,Donald Trump,republican
2016,Texas,Live Oak,48297,Donald Trump,republican
2016,Texas,Lipscomb,48295,Donald Trump,republican
2016,Texas,Limestone,48293,Donald Trump,republican
2016,Texas,Liberty,48291,Donald Trump,republican
2016,Texas,Leon,48289,Donald Trump,republican
2016,Texas,Lee,48287,Donald Trump,republican
2016,Texas,Lavaca,48285,Donald Trump,republican
2016,Texas,La Salle,48283,Hillary Clinton,democrat
2016,Texas,Lampasas,48281,Donald Trump,republican
2016,Texas,Lamb,48279,Donald Trump,republican
2016,Texas,Lamar,48277,Donald Trump,republican
2016,Texas,Knox,48275,Donald Trump,republican
2016,Texas,Kleberg,48273,Hillary Clinton,democrat
2016,Texas,Kinney,48271,Donald Trump,republican
2016,Texas,King,48269,Donald Trump,republican
2016,Texas,Kimble,48267,Donald Trump,republican
2016,Texas,Kerr,48265,Donald Trump,republican
2016,Texas,Kent,48263,Donald Trump,republican
2016,Texas,Kenedy,48261,Hillary Clinton,democrat
2016,Texas,Kendall,48259,Donald Trump,republican
2016,Texas,Kaufman,48257,Donald Trump,republican
2016,Texas,Karnes,48255,Donald Trump,republican
2016,Texas,Jones,48253,Donald Trump,republican
2016,Texas,Johnson,48251,Donald Trump,republican
2016,Texas,Jim Wells,48249,Hillary Clinton,democrat
2016,Texas,Jim Hogg,48247,Hillary Clinton,democrat
2016,Texas,Jefferson,48245,Donald Trump,republican
2016,Texas,Jeff Davis,48243,Donald Trump,republican
2016,Texas,Jasper,48241,Donald Trump,republican
2016,Texas,Jackson,48239,Donald Trump,republican
2016,Texas,Jack,48237,Donald Trump,republican
2016,Texas,Irion,48235,Donald Trump,republican
2016,Texas,Hutchinson,48233,Donald Trump,republican
2016,Texas,Hunt,48231,Donald Trump,republican
2016,Texas,Hudspeth,48229,Donald Trump,republican
2016,Texas,Howard,48227,Donald Trump,republican
2016,Texas,Houston,48225,Donald Trump,republican
2016,Texas,Hopkins,48223,Donald Trump,republican
2016,Texas,Hood,48221,Donald Trump,republican
2016,Texas,Hockley,48219,Donald Trump,republican
2016,Texas,Hill,48217,Donald Trump,republican
2016,Texas,Hidalgo,48215,Hillary Clinton,democrat
2016,Texas,Henderson,48213,Donald Trump,republican
2016,Texas,Hemphill,48211,Donald Trump,republican
2016,Texas,Hays,48209,Donald Trump,republican
2016,Texas,Haskell,48207,Donald Trump,republican
2016,Texas,Hartley,48205,Donald Trump,republican
2016,Texas,Harrison,48203,Donald Trump,republican
2016,Texas,Harris,48201,Hillary Clinton,democrat
2016,Texas,Hardin,48199,Donald Trump,republican
2016,Texas,Hardeman,48197,Donald Trump,republican
2016,Texas,Hansford,48195,Donald Trump,republican
2016,Texas,Hamilton,48193,Donald Trump,republican
